ebe3ee321f70f351a3ebd18f07d76a1cf26445fe,DELETE,regular-file,addons/limboai/bin/liblimboai.android.template_debug.arm32.so,2331936,
7c2a7003c99e710897c88fa0ca46b8812ecd62e7,DELETE,regular-file,addons/limboai/bin/liblimboai.android.template_debug.arm64.so,2429056,
74ce945f85e248d1be1a79d2f5f4c492ae7d0e29,DELETE,regular-file,addons/limboai/bin/liblimboai.android.template_debug.x86_32.so,2240292,
864a3b0dca938978679463d51ccb8e506aa00a6d,DELETE,regular-file,addons/limboai/bin/liblimboai.android.template_debug.x86_64.so,2465168,
23cc293256d3ee589d6773e3fdac6ab7a6eeb13f,DELETE,regular-file,addons/limboai/bin/liblimboai.android.template_release.arm32.so,2018872,
1cce76aa85f650a4a6bcab31f510bd83c35fdea2,DELETE,regular-file,addons/limboai/bin/liblimboai.android.template_release.arm64.so,2215184,
2fc762a02c13d3d1b15e23d9c03738319cb46668,DELETE,regular-file,addons/limboai/bin/liblimboai.android.template_release.x86_32.so,2070444,
3d5f2b6001d33bc4a4948fb450b0655e73b2a87a,DELETE,regular-file,addons/limboai/bin/liblimboai.android.template_release.x86_64.so,2269368,
47312f64c740e029dd5b751e3be67f4083048013,DELETE,regular-file,addons/limboai/bin/liblimboai.linux.editor.x86_64.so,3786192,
4c854a85b153551bbe140be105626737d1028202,DELETE,regular-file,addons/limboai/bin/liblimboai.linux.template_release.x86_64.so,2316792,
d9797524e2ce63f268bd42a31b38e249240eec20,DELETE,regular-file,addons/limboai/bin/liblimboai.macos.editor.framework/liblimboai.macos.editor,3846984,
a4f737bafd877f8fee86c727a293060dcde8047e,DELETE,regular-file,addons/limboai/bin/liblimboai.macos.template_release.framework/liblimboai.macos.template_release,2345880,
6bf2631d9e887e0b5e5467fb79523b33e50438b4,DELETE,regular-file,addons/limboai/bin/liblimboai.web.template_debug.wasm32.wasm,1741243,
5de18030f2ad0cb4e7f445934a5d13c939757b08,DELETE,regular-file,addons/limboai/bin/liblimboai.web.template_release.wasm32.wasm,1663761,
e7e8fc4becc618dda5ca14f0c4b5548fed4ed644,DELETE,regular-file,addons/limboai/bin/liblimboai.windows.editor.x86_64.dll,2254336,
a3c862d103a0a8b08122ede7ccd11929114e994e,DELETE,regular-file,addons/limboai/bin/liblimboai.windows.template_release.x86_64.dll,1169920,
e7e8fc4becc618dda5ca14f0c4b5548fed4ed644,DELETE,regular-file,addons/limboai/bin/~liblimboai.windows.editor.x86_64.dll,2254336,
47cfe4ff6150e4a94ac28b6b0d2f05579bae9780,DELETE,regular-file,assets/objects/Preview.gif,1352520,
